Западная ул., 308 кв. 459, Новосибирск, Россия, 844397
проспект Степная, 141 кв. 212, Ставрополь, Россия, 323597
улица Луговая, 337 кв. 738, Саратов, Россия, 227189
Трудовая ул., 750 кв. 111, Киров, Россия, 680472
улица Свободы, 410 кв. 572, Оренбург, Россия, 693963
проспект Горького, 375 кв. 517, Пенза, Россия, 381246
проспект Комарова, 546 кв. 980, Тюмень, Россия, 630918
Южная ул., 551 кв. 476, Астрахань, Россия, 393271
пр. Советская, 435 кв. 442, Ульяновск, Россия, 228765
улица Красноармейская, 309 кв. 263, Уфа, Россия, 933160
Свободы пр., 413 кв. 213, Краснодар, Россия, 724898
пл. Колхозная, 617 кв. 879, Чебоксары, Россия, 417624
Механизаторов площадь, 461 кв. 826, Киров, Россия, 809725
Маяковского площадь, 492 кв. 748, Магнитогорск, Россия, 519365
проспект Крупской, 381 кв. 676, Тольятти, Россия, 346769
Северная проспект, 522 кв. 500, Новокузнецк, Россия, 724057
Дзержинского площадь, 357 кв. 970, Рязань, Россия, 631304
улица Молодежная, 799 кв. 460, Владимир, Россия, 127541
ул. Совхозная, 117 кв. 936, Москва, Россия, 406107
Цветочная проспект, 809 кв. 951, Новосибирск, Россия, 889811
Цветочная проспект, 578 кв. 345, Владивосток, Россия, 739843
Шоссейная проспект, 824 кв. 145, Сочи, Россия, 785446
Кооперативная ул., 591 кв. 294, Самара, Россия, 482635
пл. Дружбы, 398 кв. 174, Самара, Россия, 320614
Ленина ул., 768 кв. 327, Астрахань, Россия, 921927
пл. Пролетарская, 604 кв. 186, Томск, Россия, 154373
Горная ул., 370 кв. 347, Хабаровск, Россия, 858519
Маяковского проспект, 495 кв. 845, Пенза, Россия, 784538
пр. Майская, 238 кв. 720, Чебоксары, Россия, 505578
Подгорная пл., 370 кв. 333, Курск, Россия, 301818
Весенняя пл., 556 кв. 565, Астрахань, Россия, 639050
Березовая площадь, 986 кв. 232, Москва, Россия, 658108
Шоссейная пр., 220 кв. 974, Казань, Россия, 694486
пр. Ленина, 509 кв. 992, Магнитогорск, Россия, 631792
Школьная пл., 488 кв. 625, Астрахань, Россия, 554540
Лесной площадь, 930 кв. 310, Липецк, Россия, 677239
пл. Куйбышева, 928 кв. 929, Барнаул, Россия, 960379
пр. Вокзальная, 309 кв. 635, Саратов, Россия, 494873
Партизанская пр., 229 кв. 750, Иваново, Россия, 562299
площадь Комсомольская, 498 кв. 346, Новосибирск, Россия, 421307
Куйбышева пл., 872 кв. 567, Пенза, Россия, 843555
улица Мичурина, 211 кв. 580, Санкт-Петербург, Россия, 343850
улица Дзержинского, 863 кв. 913, Волгоград, Россия, 762133
проспект Партизанская, 614 кв. 826, Екатеринбург, Россия, 488696
Горная пр., 776 кв. 600, Волгоград, Россия, 119461
проспект Луговая, 279 кв. 967, Чебоксары, Россия, 690935
Больничная пр., 841 кв. 354, Белгород, Россия, 101030
Первомайская площадь, 802 кв. 692, Новосибирск, Россия, 484134
площадь Горького, 574 кв. 239, Тюмень, Россия, 925152
Восточная улица, 253 кв. 153, Москва, Россия, 555289
Калинина ул., 970 кв. 930, Махачкала, Россия, 262061
пр. Крупской, 671 кв. 631, Тольятти, Россия, 171413
Садовый улица, 334 кв. 575, Ростов-на-Дону, Россия, 503699
улица Дружбы, 748 кв. 762, Липецк, Россия, 795316
улица Центральная, 831 кв. 639, Липецк, Россия, 117397
Центральная площадь, 350 кв. 942, Магнитогорск, Россия, 452602
Железнодорожная проспект, 150 кв. 454, Екатеринбург, Россия, 235581
пл. Горького, 905 кв. 279, Тольятти, Россия, 833421
улица Восточная, 816 кв. 290, Иваново, Россия, 287922
Шоссейная ул., 401 кв. 414, Белгород, Россия, 731045
Маяковского проспект, 603 кв. 789, Красноярск, Россия, 962218
Степная ул., 911 кв. 878, Сочи, Россия, 970482
пр. Лермонтова, 947 кв. 559, Тула, Россия, 445329
Колхозная ул., 451 кв. 674, Красноярск, Россия, 148643
площадь Совхозная, 255 кв. 295, Ульяновск, Россия, 908534
площадь Советская, 665 кв. 828, Пенза, Россия, 576946
Первомайская проспект, 563 кв. 965, Новокузнецк, Россия, 748733
площадь Чкалова, 749 кв. 614, Красноярск, Россия, 236615
площадь Октябрьская, 480 кв. 254, Омск, Россия, 890360
площадь Труда, 455 кв. 606, Оренбург, Россия, 891480
Труда площадь, 853 кв. 886, Тюмень, Россия, 740432
проспект Западная, 146 кв. 784, Ставрополь, Россия, 716201
Почтовая улица, 455 кв. 754, Сочи, Россия, 891602
Суворова проспект, 843 кв. 437, Сочи, Россия, 685807
Кирова улица, 243 кв. 366, Ульяновск, Россия, 814418
Комарова улица, 909 кв. 385, Кемерово, Россия, 513479
Подгорная проспект, 697 кв. 731, Тюмень, Россия, 509987
Нагорная проспект, 551 кв. 825, Москва, Россия, 642065
Энергетиков ул., 180 кв. 826, Сочи, Россия, 740821
Вокзальная пл., 854 кв. 550, Липецк, Россия, 808319
Карла Маркса улица, 118 кв. 971, Махачкала, Россия, 513568
Степная пр., 369 кв. 393, Оренбург, Россия, 747226
Трудовая площадь, 467 кв. 709, Воронеж, Россия, 970441
пр. Дорожная, 730 кв. 945, Саратов, Россия, 703883
площадь Больничная, 119 кв. 802, Барнаул, Россия, 399634
улица Мичурина, 363 кв. 291, Екатеринбург, Россия, 305646
Строительная пл., 624 кв. 289, Волгоград, Россия, 144330
площадь Степная, 670 кв. 935, Тверь, Россия, 271875
Луговая проспект, 944 кв. 381, Владивосток, Россия, 199920
Первомайская ул., 969 кв. 978, Тверь, Россия, 542736
ул. Первомайская, 426 кв. 662, Брянск, Россия, 791523
Почтовая улица, 400 кв. 632, Волгоград, Россия, 101632
