завулак Пермскі, 98, Гродна, Беларусь, 230000
плошча Цэнтральная, 168, Бабруйск, Беларусь, 213801
вуліца Голубева, 172, Жодзіна, Беларусь, 222160
завулак Паравозны, 147, Вітебск, Беларусь, 210000
праезд Ватуціна, 35, Вілейка, Беларусь, 222410
завулак Малы, 67, Гродна, Беларусь, 230000
завулак Аэрадромны, 89, Вітебск, Беларусь, 210000
вуліца Каштанавая, 89, Баранавічы, Беларусь, 225320
вуліца Клецкая, 61, Орша, Беларусь, 211030
вуліца Вінаградная, 86, Мазыр, Беларусь, 247760
вуліца Маскоўская, 29, Ліда, Беларусь, 231300
вуліца Шорная, 30, Гомель, Беларусь, 240000
вуліца Катоўскага, 18, Стаубцы, Беларусь, 222660
вуліца Германаўская, 96, Стаубцы, Беларусь, 222660
вуліца Докшыцкая, 192, Вілейка, Беларусь, 222410
вуліца Лугавая, 168, Мазыр, Беларусь, 247760
завулак Асаналіева, 199, Гомель, Беларусь, 240000
вуліца Мястраўская, 62, Ашмяны, Беларусь, 231103
вуліца Свіслацкая, 66, Орша, Беларусь, 211030
завулак Сцяпянскі, 15, Вілейка, Беларусь, 222410
завулак Цяплічны, 78, Орша, Беларусь, 211030
вуліца Абрыкосавая, 167, Барысаў, Беларусь, 222120
вуліца Зімняя, 34, Гомель, Беларусь, 240000
праезд Глінішча, 64, Вітебск, Беларусь, 210000
вуліца Олешава, 69, Гомель, Беларусь, 240000
вуліца Харкаўская, 46, Магілёў, Беларусь, 212000
завулак Зенітны, 187, Вілейка, Беларусь, 222410
вуліца Навуковая, 184, Гродна, Беларусь, 230000
вуліца Вінаградная, 78, Баранавічы, Беларусь, 225320
завулак Наватарскі, 99, Стаубцы, Беларусь, 222660
вуліца Бярозагорская, 148, Ашмяны, Беларусь, 231103
вуліца Маневіча, 198, Ліда, Беларусь, 231300
вуліца Гастэлы, 191, Гродна, Беларусь, 230000
вуліца Мястраўская, 64, Мінск, Беларусь, 220000
вуліца Люцынская, 22, Мазыр, Беларусь, 247760
вуліца Альховая, 53, Ашмяны, Беларусь, 231103
завулак Дароўскі, 44, Барысаў, Беларусь, 222120
вуліца Карвата, 120, Мазыр, Беларусь, 247760
вуліца Серабранская, 99, Дзяржынск, Беларусь, 222720
вуліца Гвардзейская, 160, Гомель, Беларусь, 240000
праезд Кальцова, 46, Мазыр, Беларусь, 247760
вуліца Шпалерная, 147, Гомель, Беларусь, 240000
вуліца Карла Лібкнехта, 188, Дзяржынск, Беларусь, 222720
вуліца Магнітная, 162, Гомель, Беларусь, 240000
вуліца Віцебская, 56, Дзяржынск, Беларусь, 222720
вуліца Шпалерная, 180, Гомель, Беларусь, 240000
вуліца Акадэмічная, 187, Магілёў, Беларусь, 212000
завулак Веласіпедны, 149, Магілёў, Беларусь, 212000
вуліца Каруся Каганца, 150, Орша, Беларусь, 211030
вуліца Прылуцкая, 173, Гродна, Беларусь, 230000
вуліца Пржавальскага, 29, Полацк, Беларусь, 211291
вуліца Францыска Скарыны, 36, Слонім, Беларусь, 231800
завулак Міхайлаўскі, 72, Вітебск, Беларусь, 210000
вуліца Курсанта Гвішыані, 48, Слонім, Беларусь, 231800
праезд Слабадскі, 199, Орша, Беларусь, 211030
праспект Незалежнасці, 117, Барысаў, Беларусь, 222120
вуліца Гагарына, 77, Орша, Беларусь, 211030
вуліца Чыжэўскіх, 27, Магілёў, Беларусь, 212000
завулак Калініна, 151, Брэст, Беларусь, 224000
вуліца Аэрафлоцкая, 161, Дзяржынск, Беларусь, 222720
вуліца Собінава, 116, Мінск, Беларусь, 220000
вуліца Пажарскага, 44, Полацк, Беларусь, 211291
вуліца Лілі Карастаянавай, 159, Слонім, Беларусь, 231800
вуліца Казінца, 187, Полацк, Беларусь, 211291
вуліца Наватарская, 17, Мінск, Беларусь, 220000
вуліца Рылеева, 188, Жодзіна, Беларусь, 222160
вуліца Вільямса, 39, Слонім, Беларусь, 231800
вуліца Крайняя, 32, Жодзіна, Беларусь, 222160
вуліца Прамая, 198, Стаубцы, Беларусь, 222660
завулак Наватарскі, 186, Барысаў, Беларусь, 222120
праезд Енісейскі, 184, Баранавічы, Беларусь, 225320
вуліца Хмяльніцкага, 86, Ашмяны, Беларусь, 231103
вуліца Пятра Сергіевіча, 97, Брэст, Беларусь, 224000
завулак Уральскі, 93, Вітебск, Беларусь, 210000
вуліца Старобінская, 32, Баранавічы, Беларусь, 225320
вуліца Бараноўшчына, 175, Вілейка, Беларусь, 222410
вуліца Чкалава, 149, Ашмяны, Беларусь, 231103
вуліца Міхалова, 74, Жодзіна, Беларусь, 222160
вуліца Парніковая, 127, Барысаў, Беларусь, 222120
вуліца Гвардзейская, 79, Жодзіна, Беларусь, 222160
вуліца Варанянскага, 16, Полацк, Беларусь, 211291
завулак Чарвякова, 128, Орша, Беларусь, 211030
вуліца Яна Райніса, 17, Баранавічы, Беларусь, 225320
бульвар Мулявіна, 128, Гродна, Беларусь, 230000
вуліца Кавальская, 151, Полацк, Беларусь, 211291
праезд Аршанскі, 27, Стаубцы, Беларусь, 222660
вуліца Карпава, 93, Мазыр, Беларусь, 247760
вуліца Герасіменкі, 53, Дзяржынск, Беларусь, 222720
вуліца Якубоўскага, 65, Дзяржынск, Беларусь, 222720
вуліца Дакутовіч, 86, Баранавічы, Беларусь, 225320
вуліца Чайлыткі, 157, Жодзіна, Беларусь, 222160
вуліца Янкі Лучыны, 169, Жодзіна, Беларусь, 222160
завулак Музычны, 86, Гродна, Беларусь, 230000
вуліца Смалячкова, 151, Стаубцы, Беларусь, 222660
вуліца Францыска Скарыны, 47, Магілёў, Беларусь, 212000
вуліца Шабаны, 115, Ліда, Беларусь, 231300
завулак Бальнічны, 189, Мінск, Беларусь, 220000
завулак Базісны, 183, Магілёў, Беларусь, 212000
вуліца Чырвоная, 193, Ліда, Беларусь, 231300
вуліца Амельянюка, 13, Бабруйск, Беларусь, 213801
вуліца Пархоменкі, 197, Слонім, Беларусь, 231800
вуліца Ушацкая, 161, Стаубцы, Беларусь, 222660
вуліца Рыжская, 36, Полацк, Беларусь, 211291
