вуліца Грушаўская, 180, Орша, Беларусь, 211030
вуліца Лепельская, 151, Магілёў, Беларусь, 212000
вуліца Гамарніка, 165, Барысаў, Беларусь, 222120
вуліца Раўбіцкая, 169, Жодзіна, Беларусь, 222160
вуліца Уфімская, 22, Слонім, Беларусь, 231800
вуліца Чычурына, 185, Стаубцы, Беларусь, 222660
вуліца Талаша, 24, Мінск, Беларусь, 220000
вуліца Бехцерава, 139, Гродна, Беларусь, 230000
вуліца Клары Цэткін, 84, Гомель, Беларусь, 240000
вуліца Лізы Чайкінай, 33, Брэст, Беларусь, 224000
вуліца Фрунзэ, 170, Ашмяны, Беларусь, 231103
вуліца Сасновы Бор, 149, Гомель, Беларусь, 240000
завулак Бумажкова, 54, Полацк, Беларусь, 211291
вуліца Аэрафлоцкая, 130, Барысаў, Беларусь, 222120
вуліца Фаніпальская, 56, Вілейка, Беларусь, 222410
вуліца Браніслава Тарашкевіча, 139, Стаубцы, Беларусь, 222660
вуліца Несцерава, 62, Вітебск, Беларусь, 210000
вуліца Аранская, 187, Дзяржынск, Беларусь, 222720
вуліца Галавачова, 194, Вілейка, Беларусь, 222410
вуліца Гурцьева, 136, Бабруйск, Беларусь, 213801
вуліца Сухая, 164, Брэст, Беларусь, 224000
праезд Катоўскага, 163, Дзяржынск, Беларусь, 222720
вуліца Асвейская, 116, Орша, Беларусь, 211030
вуліца Паштовая, 95, Вілейка, Беларусь, 222410
вуліца Татарская, 68, Бабруйск, Беларусь, 213801
вуліца Нагіна, 127, Жодзіна, Беларусь, 222160
завулак Малы, 42, Фаніпаль, Беларусь, 222750
вуліца Свіслацкая, 33, Полацк, Беларусь, 211291
завулак Бальнічны, 63, Жодзіна, Беларусь, 222160
вуліца Вільямса, 93, Гродна, Беларусь, 230000
вуліца Льва Талстога, 21, Стаубцы, Беларусь, 222660
вуліца Міхалова, 14, Мінск, Беларусь, 220000
вуліца Барамзіной, 168, Барысаў, Беларусь, 222120
плошча Парыжскай Камуны, 126, Гродна, Беларусь, 230000
вуліца Грэкава, 188, Вітебск, Беларусь, 210000
вуліца Першамайская, 175, Мінск, Беларусь, 220000
вуліца Сядых, 120, Баранавічы, Беларусь, 225320
завулак Верхні, 22, Слонім, Беларусь, 231800
вуліца Вязынская, 61, Ашмяны, Беларусь, 231103
вуліца Дарашэвіча, 22, Фаніпаль, Беларусь, 222750
вуліца Малафееўская, 153, Стаубцы, Беларусь, 222660
праезд Масюкоўшчына, 74, Барысаў, Беларусь, 222120
вуліца Верасовая, 71, Гродна, Беларусь, 230000
вуліца Пімена Панчанкі, 123, Баранавічы, Беларусь, 225320
вуліца Рыгора Шырмы, 28, Вітебск, Беларусь, 210000
вуліца Герасіменкі, 79, Слонім, Беларусь, 231800
завулак Дубравінскі, 67, Фаніпаль, Беларусь, 222750
вуліца Дастаеўскага, 151, Вітебск, Беларусь, 210000
вуліца Крупскай, 90, Магілёў, Беларусь, 212000
вуліца Аранжарэйная, 179, Жодзіна, Беларусь, 222160
вуліца Філатава, 153, Вілейка, Беларусь, 222410
вуліца Альховая, 127, Вілейка, Беларусь, 222410
вуліца Нікіфарава, 25, Полацк, Беларусь, 211291
завулак Агатавы, 47, Дзяржынск, Беларусь, 222720
вуліца Хмяльніцкага, 153, Ашмяны, Беларусь, 231103
завулак Алтайскі, 91, Орша, Беларусь, 211030
вуліца Пімена Панчанкі, 48, Мінск, Беларусь, 220000
завулак Сядзібны, 21, Слонім, Беларусь, 231800
вуліца Аўтадораўская, 133, Вітебск, Беларусь, 210000
вуліца Паркавая, 141, Барысаў, Беларусь, 222120
завулак Шпалерны, 130, Орша, Беларусь, 211030
вуліца Качынская, 45, Бабруйск, Беларусь, 213801
вуліца Паўлоўскага, 151, Брэст, Беларусь, 224000
вуліца Камсамольская, 84, Ашмяны, Беларусь, 231103
завулак Сцяпянскі, 73, Слонім, Беларусь, 231800
вуліца Мірная, 162, Барысаў, Беларусь, 222120
вуліца Рабінавая, 146, Вітебск, Беларусь, 210000
вуліца Мірашнічэнкі, 73, Слонім, Беларусь, 231800
вуліца 3 Верасня, 99, Орша, Беларусь, 211030
вуліца Станіслава Манюшкі, 13, Ашмяны, Беларусь, 231103
вуліца Гало, 139, Гомель, Беларусь, 240000
вуліца Лепельская, 174, Бабруйск, Беларусь, 213801
вуліца Прыгожая, 138, Вілейка, Беларусь, 222410
вуліца Сцяпянская, 112, Полацк, Беларусь, 211291
вуліца Лучайская, 183, Стаубцы, Беларусь, 222660
завулак Чыжэўскіх, 65, Вілейка, Беларусь, 222410
вуліца Бяляева, 190, Гродна, Беларусь, 230000
вуліца Серабранская, 118, Вілейка, Беларусь, 222410
вуліца Альховая, 189, Вітебск, Беларусь, 210000
завулак 3 Верасня, 61, Полацк, Беларусь, 211291
вуліца Гебелева, 35, Бабруйск, Беларусь, 213801
вуліца Артылерыстаў, 72, Дзяржынск, Беларусь, 222720
плошча Бангалор, 29, Мінск, Беларусь, 220000
вуліца Казінца, 175, Орша, Беларусь, 211030
вуліца Мікуліча, 94, Магілёў, Беларусь, 212000
вуліца Вільямса, 58, Вітебск, Беларусь, 210000
праезд Чыжэўскіх, 28, Стаубцы, Беларусь, 222660
вуліца Карзюкі, 138, Бабруйск, Беларусь, 213801
вуліца Крыловіча, 115, Мазыр, Беларусь, 247760
вуліца Севастопальская, 151, Магілёў, Беларусь, 212000
вуліца Аэрадромная, 33, Барысаў, Беларусь, 222120
вуліца Парніковая, 156, Барысаў, Беларусь, 222120
вуліца Вілкоўшчына, 78, Гродна, Беларусь, 230000
вуліца Олешава, 15, Брэст, Беларусь, 224000
вуліца Мічурына, 131, Ашмяны, Беларусь, 231103
завулак Аўтазаводскі, 123, Брэст, Беларусь, 224000
вуліца Пскоўская, 143, Фаніпаль, Беларусь, 222750
завулак Горны, 65, Ашмяны, Беларусь, 231103
вуліца Тульская, 32, Вілейка, Беларусь, 222410
праезд Лошыцкі, 27, Слонім, Беларусь, 231800
завулак Бальнічны, 153, Ліда, Беларусь, 231300
вуліца Сямашкі, 158, Мазыр, Беларусь, 247760
завулак Сталетава, 92, Брэст, Беларусь, 224000
вуліца Мяснікова, 192, Брэст, Беларусь, 224000
вуліца Янкі Купалы, 33, Стаубцы, Беларусь, 222660
